CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
44365,730,780,730,780,730,780,730,780,,,FRE 021
44365,,,,,,,,,,,FRE 021
44366,660,710,660,710,660,710,660,710,,,FRE 022
44366,,,,,,,,,,,FRE 022
44367,540,590,540,590,540,590,540,590,,,FRE 023
44367,,,,,,,,,,,FRE 023
44368,,,,,,,,,,,FRE 023
44368,600,650,600,650,600,650,600,650,,,FRE 023
62000,,,1000,1080,,,1000,1080,,,FRE 050
@,,,,,,,,,,,FRE 098
@,,,,,,,,,,,FRE 099
44393,,,730,810,,,730,810,,,FRE 100
62001,,,910,990,,,910,990,,,FRE 128
44395,,,630,710,,,630,710,,,FRE 141
@,,,,,,,,,,,FRE 192
@,,,,,,,,,,,FRE 194H
@,,,,,,,,,,,FRE 195H
@,,,,,,,,,,,FRE 197T
@,,,,,,,,,,,FRE 197TC
@,,,,,,,,,,,FRE 199
62002,,,850,1020,,,,,,,FRE 201
62003,,,,,,,850,1020,,,FRE 210
@,,,,,,,,,,,FRE 297
@,,,,,,,,,,,FRE 298
@,,,,,,,,,,,FRE 299
@,,,,,,,,,,,FRE 299D
44516,,,,,,,,,,,FRE 390B
@,,,,,,,,,,,FRE 396
44522,,,850,900,,,,,,,FRS 001
44523,,,,,,,850,900,,,FRS 001
44524,730,780,,,,,,,,,FRS 001
44525,,,,,,,,,,,FRS 001
44526,,,,,,,,,,,FRS 001
44527,,,,,,,,,,,FRS 001
44528,,,,,,,,,,,FRS 001
44529,,,,,,,,,,,FRS 001
44530,,,,,,,,,,,FRS 001
44531,,,,,,,,,,,FRS 001
44532,,,,,,,,,,,FRS 001
44533,,,,,,,,,,,FRS 001
44534,,,,,,,,,,,FRS 001
44535,,,,,,,,,,,FRS 001
44539,,,,,,,790,900,,,FRS 002
44540,,,,,1030,1140,,,,,FRS 002
44541,790,900,,,,,,,,,FRS 002
44542,,,,,540,590,540,590,,,FRS 002
44543,910,1020,,,,,,,,,FRS 002
44544,600,710,,,,,,,,,FRS 002
44545,,,,,,,910,1020,,,FRS 002
44546,,,,,,,,,,,FRS 002
44547,,,,,,,,,,,FRS 002
44548,,,,,,,,,,,FRS 002
44549,,,,,,,,,,,FRS 002
44550,,,600,650,,,600,650,,,FRS 002
44551,,,,,,,,,,,FRS 002
44552,,,,,,,,,,,FRS 002
44553,,,790,900,,,,,,,FRS 002
44554,,,,,970,1080,,,,,FRS 002
44555,,,600,710,,,,,,,FRS 002
44556,,,,,,,,,,,FRS 002
44557,,,,,,,,,,,FRS 002
44558,,,,,,,,,,,FRS 002
44559,,,,,,,,,,,FRS 002
44560,,,,,,,,,,,FRS 002
44561,,,,,,,,,,,FRS 002
44562,,,,,,,,,,,FRS 002
44563,,,,,,,,,,,FRS 002
44564,,,,,,,,,,,FRS 002
44565,,,,,,,,,,,FRS 002
44566,,,,,,,,,,,FRS 002
44567,,,,,,,,,,,FRS 002
44568,,,,,,,,,,,FRS 002
44569,,,,,,,,,,,FRS 002
44570,,,,,,,,,,,FRS 002
44571,,,,,,,,,,,FRS 002
44572,,,,,,,,,,,FRS 002
44573,,,,,,,,,,,FRS 002
44574,,,,,,,,,,,FRS 002
44575,,,,,,,,,,,FRS 002
44576,,,,,,,,,,,FRS 002
44577,,,,,,,,,,,FRS 002
44578,,,,,,,,,,,FRS 002
44579,,,,,,,,,,,FRS 002
44580,,,,,,,,,,,FRS 002
44581,,,,,,,,,,,FRS 002
44588,,,,,480,530,,,,,FRS 003
44589,,,540,590,,,,,,,FRS 003
44590,970,1020,,,,,,,,,FRS 003
44591,,,,,,,1090,1140,,,FRS 003
44592,,,660,710,,,,,,,FRS 003
44593,,,,,,,,,790,840,FRS 003
44594,,,,,,,970,1020,,,FRS 003
44595,,,,,730,780,,,,,FRS 003
44596,,,,,,,790,840,,,FRS 003
44597,660,710,,,,,,,,,FRS 003
44598,,,,,970,1020,,,,,FRS 003
44599,730,780,,,,,,,,,FRS 003
44600,,,,,,,,,,,FRS 003
44601,,,600,650,,,,,,,FRS 003
44602,,,,,,,,,,,FRS 003
44603,,,910,960,,,,,,,FRS 003
44604,,,,,,,,,790,840,FRS 003
44605,,,,,,,,,,,FRS 003
44606,,,,,,,,,,,FRS 003
44607,,,,,,,,,,,FRS 003
44608,,,,,730,780,,,,,FRS 003
44609,,,,,850,900,,,,,FRS 003
44610,,,,,,,,,,,FRS 003
44611,,,,,,,,,,,FRS 003
44612,,,,,,,,,,,FRS 003
44613,,,,,,,,,,,FRS 003
44614,,,,,,,1150,1200,,,FRS 003
44615,,,1150,1200,,,,,,,FRS 003
44616,,,,,,,,,,,FRS 003
44617,540,590,,,,,,,,,FRS 003
44618,,,,,,,,,,,FRS 003
44619,,,,,,,,,,,FRS 003
44620,,,,,,,,,,,FRS 003
44621,,,,,,,,,,,FRS 003
44622,,,,,,,,,,,FRS 003
44623,,,,,,,,,,,FRS 003
44624,,,,,,,,,,,FRS 003
44625,,,,,,,,,,,FRS 003
44626,,,,,,,,,,,FRS 003
44627,,,,,,,,,,,FRS 003
44628,,,,,,,,,,,FRS 003
44629,,,,,,,,,,,FRS 003
44633,,,,,,,790,900,,,FRS 004
44634,,,,,,,,,,,FRS 004
44635,540,590,,,,,,,540,590,FRS 004
44636,,,,,730,840,,,,,FRS 004
44637,,,600,710,,,,,,,FRS 004
44638,,,,,910,1020,,,,,FRS 004
44639,,,,,,,,,,,FRS 004
44640,,,,,,,,,,,FRS 004
44641,,,,,,,,,,,FRS 004
44642,,,850,960,,,,,,,FRS 004
44643,,,,,,,,,,,FRS 004
44644,,,600,710,,,,,,,FRS 004
44645,,,,,,,730,840,,,FRS 004
44646,,,,,,,,,,,FRS 004
44647,,,,,,,,,,,FRS 004
44648,,,,,,,,,,,FRS 004
44649,,,,,,,,,,,FRS 004
44650,,,,,,,,,,,FRS 004
44651,,,,,,,,,,,FRS 004
44652,,,,,,,,,,,FRS 004
44653,,,,,,,,,,,FRS 004
44654,,,,,,,,,,,FRS 004
44655,,,,,,,,,,,FRS 004
44656,,,,,,,,,,,FRS 004
44657,,,,,,,,,,,FRS 004
44658,,,,,,,,,,,FRS 004
44659,,,,,,,,,,,FRS 004
44660,,,,,,,,,,,FRS 004
44661,,,,,,,,,,,FRS 004
44662,,,,,,,,,,,FRS 004
44663,,,,,,,,,,,FRS 004
44664,,,,,,,,,,,FRS 004
44665,,,,,,,,,,,FRS 004
44666,,,,,,,,,,,FRS 004
44667,,,,,,,,,,,FRS 004
44668,,,,,,,,,,,FRS 004
45778,,,600,710,,,600,710,,,GGG 201D
45778,,,790,840,,,,,,,GGG 201D
45779,,,630,710,,,630,710,,,GGG 225
62820,585,675,,,585,675,,,,,GGG 250
45780,960,1020,,,,,,,,,GGG 290
45782,,,,,,,720,780,,,GGG 290A
@,,,,,,,,,,,GGG 298
@,,,,,,,,,,,GGG 299
@,,,,,,,,,,,GGG 300
62782,,,1210,1320,,,,,,,GEO 214
45584,600,710,,,600,710,,,,,GEO 236
62451,850,960,,,850,960,,,,,GEO 245
62813,,,,,,,,,730,810,GEO 286
62813,,,,,,,,,,,GEO 286
62813,,,,,910,990,,,,,GEO 286
45591,,,970,1050,,,,,,,GEO 297
@,,,,,,,,,,,GEO 298
@,,,730,780,,,,,,,GEO 298
@,,,,,600,710,,,,,GEO 298
@,,,730,780,,,,,,,GEO 298
@,,,,,,,,,,,GEO 299
@,,,,,,,,,,,GEO 299D
45095,730,780,,,730,780,,,730,780,GEL 001
45095,600,650,,,,,,,,,GEL 001
45096,730,780,,,730,780,,,730,780,GEL 001
45096,,,,,910,960,,,,,GEL 001
45097,730,780,,,730,780,,,730,780,GEL 001
45097,,,730,780,,,,,,,GEL 001
45098,730,780,,,730,780,,,730,780,GEL 001
45098,790,840,,,,,,,,,GEL 001
62032,660,710,,,,,,,,,GEL 001
62032,730,780,,,730,780,,,730,780,GEL 001
62033,,,630,710,,,630,710,,,GEL 002
45100,,,850,900,,,850,900,,,GEL 012
62034,730,780,,,730,780,,,730,780,GEL 016
45101,850,900,,,850,900,,,,,GEL 017
45103,,,730,810,,,730,810,,,GEL 032
45104,660,710,,,660,710,,,660,710,GEL 035
45109,660,710,,,660,710,,,660,710,GEL 050
45110,,,790,960,,,790,960,,,GEL 050L
45111,,,970,1140,,,970,1140,,,GEL 050L
45112,790,960,,,790,960,,,,,GEL 050L
45114,,,,,,,,,,,GEL 081
45114,,,,,910,1020,,,,,GEL 081
45115,,,,,,,,,,,GEL 081
45115,,,910,1020,,,,,,,GEL 081
@,,,,,,,,,,,GEL 092
@,,,,,,,,,,,GEL 098
@,,,,,,,,,,,GEL 099
45218,,,,,,,,,850,1020,GEL 103
62035,540,590,,,540,590,,,,,GEL 105
62035,,,790,960,,,790,960,,,GEL 105
62036,970,1140,,,970,1140,,,,,GEL 105
62036,540,590,,,540,590,,,,,GEL 105
45219,730,780,,,730,780,,,730,780,GEL 107
45220,,,970,1140,,,970,1140,,,GEL 107L
45222,,,790,960,,,790,960,,,GEL 109L
62847,1380,740,,,1380,740,,,,,GEL 115
62847,750,770,,,750,770,,,,,GEL 115
45225,,,540,620,,,540,620,,,GEL 116N
45225,,,,,790,960,,,,,GEL 116N
45225,,,,,,,,,,,GEL 116N
45226,,,540,620,,,540,620,,,GEL 116N
45226,970,1140,,,,,,,,,GEL 116N
45226,,,,,,,,,,,GEL 116N
45227,,,,,,,,,,,GEL 116N
45227,790,960,,,,,,,,,GEL 116N
45227,,,540,620,,,540,620,,,GEL 116N
45228,600,650,,,600,650,,,600,650,GEL 120
@,,,,,,,,,730,840,GEL 136
@,,,,,1030,1080,,,,,GEL 136
@,,,,,,,,,,,GEL 136
62038,,,630,710,,,630,710,,,GEL 161
45232,,,,,,,,,,,GEL 181
45232,,,,,,,970,1080,,,GEL 181
45233,,,,,480,590,,,,,GEL 183
45233,,,,,,,,,,,GEL 183
45234,1030,1080,,,,,,,,,GEL 186
45235,,,,,600,650,,,,,GEL 186
45236,,,,,970,1020,,,,,GEL 190
45236,,,,,1030,1080,,,,,GEL 190
@,,,,,,,,,,,GEL 192
@,,,,,,,,,,,GEL 194A
@,,,,,,,,,,,GEL 194B
@,,,,,,,,,,,GEL 194HA
@,,,,,,,,,,,GEL 194HB
@,,,,,,,,,,,GEL 198
@,,,,,,,,,,,GEL 199
@,,,,,1030,1200,,,,,GEL 230
62848,,,,,,,,,,,GEL 250
62849,,,,,,,,,,,GEL 251
45476,,,,,970,1020,,,,,GEL 290
45476,,,,,1030,1080,,,,,GEL 290
45477,,,,,,,,,,,GEL 294
@,,,,,,,,,,,GEL 298
@,,,,,,,,,,,GEL 298
@,,,,,,,,,,,GEL 299
@,,,,,,,,,,,GEL 396
45668,540,590,540,590,540,590,540,590,540,590,GER 001
45668,,,,,,,,,,,GER 001
45669,,,,,,,,,,,GER 003
45669,540,590,540,590,540,590,540,590,540,590,GER 003
45670,,,,,,,,,,,GER 003
45670,600,650,600,650,600,650,600,650,600,650,GER 003
45671,480,530,480,530,480,530,480,530,480,530,GER 003
45671,,,,,,,,,,,GER 003
45673,600,650,,,600,650,,,600,650,GER 020
45674,660,710,,,660,710,,,660,710,GER 022
45675,,,,,1030,1080,,,,,GER 045
45675,,,1030,1200,,,,,,,GER 045
45675,600,650,,,600,650,,,,,GER 045
45676,600,650,,,600,650,,,,,GER 045
45676,,,,,1090,1140,,,,,GER 045
45676,,,1030,1200,,,,,,,GER 045
45677,600,650,,,600,650,,,,,GER 045
45677,,,1030,1200,,,,,,,GER 045
45677,,,,,,,1030,1080,,,GER 045
45678,,,1030,1200,,,,,,,GER 045
45678,,,,,,,1090,1140,,,GER 045
45678,600,650,,,600,650,,,,,GER 045
@,,,,,,,,,,,GER 098
@,,,,,,,,,,,GER 099
62099,790,840,,,790,840,,,790,840,GER 101B
62100,,,630,710,,,630,710,,,GER 112
62101,,,820,900,,,820,900,,,GER 114
@,,,,,,,,,,,GER 192
@,,,,,,,,,,,GER 194HA
@,,,,,,,,,,,GER 194HB
@,,,,,,,,,,,GER 197T
@,,,,,,,,,,,GER 198
@,,,,,,,,,,,GER 199
62866,,,850,1020,,,,,,,GER 241
@,,,,,,,,,,,GER 298
@,,,,,,,,,,,GER 299
@,,,,,,,,,,,GER 299D
@,,,,,,,,,,,GER 396
@,,,,,,,,,,,GER 400
45038,,,1030,1080,,,,,,,GDB 090
45039,660,710,,,660,710,,,660,710,GDB 102
45039,,,,,,,,,,,GDB 102
45039,,,,,,,,,600,650,GDB 102
45040,730,780,,,730,780,,,730,780,GDB 102
45040,,,,,,,,,790,840,GDB 102
45040,,,,,,,,,,,GDB 102
62802,,,630,710,,,630,710,,,GDB 103
45041,730,780,,,,,,,,,GDB 187
45041,,,,,730,780,,,,,GDB 187
@,,,,,,,,,,,GDB 189
45981,660,710,660,710,660,710,660,710,660,710,GRK 003
45982,,,,,,,730,780,,,GRK 003NT
@,,,,,,,,,,,GRK 098
62287,,,630,710,,,630,710,,,GRK 114
@,,,,,,,,,,,GRK 198
@,,,,,,,,,,,GRK 199
62901,,,,,,,,,,,MHI 209N
50990,,,,,,,,,,,MHI 290
@,,,,,,,,,,,MHI 298
@,,,,,,,,,,,MHI 299
46274,600,650,600,650,600,650,,,600,650,HEB 003
46274,,,,,,,600,650,,,HEB 003
@,,,,,,,,,,,HEB 098
@,,,,,,,,,,,HEB 099
46284,730,780,730,780,730,780,730,780,730,780,HIN 003
46285,790,840,790,840,790,840,790,840,790,840,HIN 003
62730,660,710,660,710,660,710,660,710,660,710,HIN 003
46286,850,900,850,900,850,900,850,900,,,HIN 023
@,,,,,,,,,,,HIN 098
@,,,,,,,,,,,HIN 099
46295,,,730,810,,,730,810,,,HIS 004B
46295,,,,,540,590,,,,,HIS 004B
46296,,,730,810,,,730,810,,,HIS 004B
46296,,,,,600,650,,,,,HIS 004B
46297,,,730,810,,,730,810,,,HIS 004B
46297,,,,,660,710,,,,,HIS 004B
62235,,,730,810,,,730,810,,,HIS 004B
62235,,,,,790,840,,,,,HIS 004B
46298,730,780,,,,,,,,,HIS 007C
46298,660,710,,,660,710,,,660,710,HIS 007C
46299,790,840,,,,,,,,,HIS 007C
46299,660,710,,,660,710,,,660,710,HIS 007C
46300,660,710,,,660,710,,,660,710,HIS 007C
46300,850,900,,,,,,,,,HIS 007C
62236,,,,,,,,,730,780,HIS 007C
62236,660,710,,,660,710,,,660,710,HIS 007C
62237,,,,,,,,,790,840,HIS 007C
62237,660,710,,,660,710,,,660,710,HIS 007C
62238,,,,,,,,,850,900,HIS 007C
62238,660,710,,,660,710,,,660,710,HIS 007C
46301,,,630,710,,,630,710,,,HIS 009A
46301,,,730,780,,,,,,,HIS 009A
46302,,,630,710,,,630,710,,,HIS 009A
46302,,,790,840,,,,,,,HIS 009A
46303,,,850,900,,,,,,,HIS 009A
46303,,,630,710,,,630,710,,,HIS 009A
46304,,,630,710,,,630,710,,,HIS 009A
46304,,,,,540,590,,,,,HIS 009A
46305,,,630,710,,,630,710,,,HIS 009A
46305,,,,,600,650,,,,,HIS 009A
46306,,,,,660,710,,,,,HIS 009A
46306,,,630,710,,,630,710,,,HIS 009A
62239,,,,,,,730,780,,,HIS 009A
62239,,,630,710,,,630,710,,,HIS 009A
62240,,,,,,,790,840,,,HIS 009A
62240,,,630,710,,,630,710,,,HIS 009A
62241,,,,,,,850,900,,,HIS 009A
62241,,,630,710,,,630,710,,,HIS 009A
62242,540,590,,,540,590,,,540,590,HIS 010B
62242,600,650,,,,,,,,,HIS 010B
62243,660,710,,,,,,,,,HIS 010B
62243,540,590,,,540,590,,,540,590,HIS 010B
62244,730,780,,,,,,,,,HIS 010B
62244,540,590,,,540,590,,,540,590,HIS 010B
62245,,,600,650,,,,,,,HIS 010B
62245,540,590,,,540,590,,,540,590,HIS 010B
62246,,,660,710,,,,,,,HIS 010B
62246,540,590,,,540,590,,,540,590,HIS 010B
62247,540,590,,,540,590,,,540,590,HIS 010B
62247,,,730,780,,,,,,,HIS 010B
62248,660,710,,,660,710,,,660,710,HIS 014
62248,730,780,,,,,,,,,HIS 014
62249,660,710,,,660,710,,,660,710,HIS 014
62249,790,840,,,,,,,,,HIS 014
62250,660,710,,,660,710,,,660,710,HIS 014
62250,850,900,,,,,,,,,HIS 014
62251,,,,,,,540,590,,,HIS 014
62251,660,710,,,660,710,,,660,710,HIS 014
62252,,,,,,,600,650,,,HIS 014
62252,660,710,,,660,710,,,660,710,HIS 014
62253,660,710,,,660,710,,,660,710,HIS 014
62253,,,,,,,660,710,,,HIS 014
62254,660,710,,,660,710,,,660,710,HIS 014
62254,,,,,,,,,730,780,HIS 014
62255,660,710,,,660,710,,,660,710,HIS 014
62255,,,,,,,,,790,840,HIS 014
62256,660,710,,,660,710,,,660,710,HIS 014
62256,,,,,,,,,850,900,HIS 014
62257,,,540,590,,,,,,,HIS 015A
62257,790,840,,,790,840,,,790,840,HIS 015A
62258,,,600,650,,,,,,,HIS 015A
62258,790,840,,,790,840,,,790,840,HIS 015A
62259,,,660,710,,,,,,,HIS 015A
62259,790,840,,,790,840,,,790,840,HIS 015A
62260,,,,,540,590,,,,,HIS 015A
62260,790,840,,,790,840,,,790,840,HIS 015A
62261,,,,,600,650,,,,,HIS 015A
62261,790,840,,,790,840,,,790,840,HIS 015A
62262,790,840,,,790,840,,,790,840,HIS 015A
62262,,,,,660,710,,,,,HIS 015A
46319,600,650,,,600,650,,,600,650,HIS 017A
46319,660,710,,,,,,,,,HIS 017A
46320,730,780,,,,,,,,,HIS 017A
46320,600,650,,,600,650,,,600,650,HIS 017A
46321,790,840,,,,,,,,,HIS 017A
46321,600,650,,,600,650,,,600,650,HIS 017A
46322,,,660,710,,,,,,,HIS 017A
46322,600,650,,,600,650,,,600,650,HIS 017A
46323,,,730,780,,,,,,,HIS 017A
46323,600,650,,,600,650,,,600,650,HIS 017A
46324,,,790,840,,,,,,,HIS 017A
46324,600,650,,,600,650,,,600,650,HIS 017A
46325,600,650,,,600,650,,,600,650,HIS 017A
46325,,,,,,,540,590,,,HIS 017A
46326,,,,,,,600,650,,,HIS 017A
46326,600,650,,,600,650,,,600,650,HIS 017A
46327,,,,,,,660,710,,,HIS 017A
46327,600,650,,,600,650,,,600,650,HIS 017A
46328,600,650,,,600,650,,,600,650,HIS 017A
46328,,,,,,,,,660,710,HIS 017A
46329,,,,,,,,,730,780,HIS 017A
46329,600,650,,,600,650,,,600,650,HIS 017A
46330,600,650,,,600,650,,,600,650,HIS 017A
46330,,,,,,,,,790,840,HIS 017A
46332,,,540,620,,,540,620,,,HIS 017B
46332,,,660,710,,,,,,,HIS 017B
46333,,,540,620,,,540,620,,,HIS 017B
46333,,,730,780,,,,,,,HIS 017B
46334,,,790,840,,,,,,,HIS 017B
46334,,,540,620,,,540,620,,,HIS 017B
46335,,,,,540,590,,,,,HIS 017B
46335,,,540,620,,,540,620,,,HIS 017B
46336,,,,,600,650,,,,,HIS 017B
46336,,,540,620,,,540,620,,,HIS 017B
46337,,,,,660,710,,,,,HIS 017B
46337,,,540,620,,,540,620,,,HIS 017B
46338,,,,,,,660,710,,,HIS 017B
46338,,,540,620,,,540,620,,,HIS 017B
46339,,,,,,,730,780,,,HIS 017B
46339,,,540,620,,,540,620,,,HIS 017B
46340,,,,,,,790,840,,,HIS 017B
46340,,,540,620,,,540,620,,,HIS 017B
46341,,,,,,,660,710,,,HIS 017B
46341,,,540,620,,,540,620,,,HIS 017B
46342,,,,,,,730,780,,,HIS 017B
46342,,,540,620,,,540,620,,,HIS 017B
46343,,,,,,,790,840,,,HIS 017B
46343,,,540,620,,,540,620,,,HIS 017B
46344,,,,,,,,,540,590,HIS 017B
46344,,,540,620,,,540,620,,,HIS 017B
46345,,,540,620,,,540,620,,,HIS 017B
46345,,,,,,,,,600,650,HIS 017B
46346,,,540,620,,,540,620,,,HIS 017B
46346,,,,,,,,,660,710,HIS 017B
62452,,,540,620,,,540,620,,,HIS 017B
62452,,,,,,,,,730,780,HIS 017B
62453,,,540,620,,,540,620,,,HIS 017B
62453,,,,,,,,,790,840,HIS 017B
62454,,,540,620,,,540,620,,,HIS 017B
62454,,,,,,,,,850,900,HIS 017B
62462,,,,,540,590,,,,,HIS 018B
62462,,,910,990,,,910,990,,,HIS 018B
62465,,,,,600,650,,,,,HIS 018B
62465,,,910,990,,,910,990,,,HIS 018B
62466,,,,,660,710,,,,,HIS 018B
62466,,,910,990,,,910,990,,,HIS 018B
62467,,,,,,,730,780,,,HIS 018B
62467,,,910,990,,,910,990,,,HIS 018B
62469,,,,,,,790,840,,,HIS 018B
62469,,,910,990,,,910,990,,,HIS 018B
62470,,,,,,,850,900,,,HIS 018B
62470,,,910,990,,,910,990,,,HIS 018B
46365,790,840,,,790,840,,,,,HIS 080
62264,850,900,,,850,900,,,,,HIS 080W
@,,,,,,,,,,,HIS 098
@,,,,,,,,,,,HIS 099
62265,,,540,710,,,,,,,HIS 102E
62266,,,,,540,710,,,,,HIS 102L
62785,850,1020,,,,,,,,,HIS 102X
@,,,,,,,,,,,HIS 103
@,,,,,,,,,,,HIS 104C
46538,,,540,620,,,540,620,,,HIS 110
62268,,,730,810,,,730,810,,,HIS 115A
62269,910,960,,,910,960,,,910,960,HIS 115C
62270,,,1000,1080,,,1000,1080,,,HIS 125
46544,,,910,990,,,910,990,,,HIS 126Y
46544,,,,,,,,,,,HIS 126Y
62271,790,840,,,790,840,,,790,840,HIS 130B
62272,,,540,620,,,540,620,,,HIS 142A
62274,,,820,900,,,820,900,,,HIS 147B
62275,850,900,,,850,900,,,850,900,HIS 161
62276,540,590,,,540,590,,,540,590,HIS 177B
62277,,,630,710,,,630,710,,,HIS 189
62278,660,710,,,660,710,,,660,710,HIS 190C
@,,,,,,,,,,,HIS 192
46599,,,730,810,,,730,810,,,HIS 193B
46602,,,820,900,,,820,900,,,HIS 196B
46602,,,,,,,,,,,HIS 196B
@,,,,,,,,,,,HIS 197T
@,,,,,,,,,,,HIS 198
@,,,,,,,,,,,HIS 199
46723,,,,,,,910,1080,,,HIS 201I
62282,,,910,1080,,,,,,,HIS 201Q
46729,,,,,910,1080,,,,,HIS 202H
62479,,,,,,,,,,,HIS 203C
62479,,,,,,,,,910,1080,HIS 203C
@,,,,,,,,,,,HIS 298
@,,,,,,,,,,,HIS 299
@,,,,,,,,,,,HIS 299D
@,,,,,,,,,,,HIS 389
@,,,,,,,,,,,HIS 390
@,,,,,,,,,,,HNR 090X
@,,,,,,,,,,,HNR 092
@,,,,,,,,,,,HNR 098
@,,,,,,,,,,,HNR 099
@,,,,,,,,,,,HNR 190X
@,,,,,,,,,,,HNR 190X
47019,,,,,,,,,,,HNR 190X
47019,,,,,,,,,,,HNR 190X
47020,,,,,,,,,,,HNR 190X
47020,,,,,,,,,,,HNR 190X
47021,,,,,,,,,,,HNR 190X
47021,,,,,,,,,,,HNR 190X
47022,,,,,,,,,,,HNR 190X
47022,,,,,,,,,,,HNR 190X
47023,,,,,,,,,,,HNR 190X
47023,,,,,,,,,,,HNR 190X
47024,,,,,,,,,,,HNR 190X
47024,,,,,,,,,,,HNR 190X
47025,,,,,,,,,,,HNR 190X
47025,,,,,,,,,,,HNR 190X
47026,,,,,,,,,,,HNR 190X
47026,,,,,,,,,,,HNR 190X
47027,,,,,,,,,,,HNR 190X
47027,,,,,,,,,,,HNR 190X
47028,,,,,,,,,,,HNR 190X
47028,,,,,,,,,,,HNR 190X
47029,,,,,,,,,,,HNR 190X
47029,,,,,,,,,,,HNR 190X
47030,,,,,,,,,,,HNR 190X
47030,,,,,,,,,,,HNR 190X
47031,,,,,,,,,,,HNR 190X
47031,,,,,,,,,,,HNR 190X
47032,,,,,,,,,,,HNR 190X
47032,,,,,,,,,,,HNR 190X
47033,,,,,,,,,,,HNR 190X
47033,,,,,,,,,,,HNR 190X
47034,,,,,,,,,,,HNR 190X
47034,,,,,,,,,,,HNR 190X
47035,,,,,,,,,,,HNR 190X
47035,,,,,,,,,,,HNR 190X
47036,,,,,,,,,,,HNR 190X
47036,,,,,,,,,,,HNR 190X
@,,,,,,,,,,,HNR 192
@,,,,,,,,,,,HNR 195
@,,,,,,,,,,,HNR 198
@,,,,,,,,,,,HNR 199
47214,,,910,1020,,,,,,,HRT 200B
47214,,,,,,,970,1080,,,HRT 200B
47214,,,,,,,790,960,,,HRT 200B
47214,,,,,,,,,,,HRT 200B
@,,,,,,,,,,,HRT 298
@,,,,,,,,,,,HRT 299
45999,,,1000,1080,,,1000,1080,,,HDE 012
@,,,,,,,,,,,HDE 092
@,,,,,,,,,,,HDE 098
@,,,,,,,,,,,HDE 099
46044,730,840,,,730,840,,,,,HDE 100B
46045,850,960,,,850,960,,,,,HDE 100C
62484,,,730,810,,,730,810,,,HDE 104
62485,,,540,620,,,540,620,,,HDE 111
46049,,,630,710,,,630,710,,,HDE 120
46049,,,730,900,,,,,,,HDE 120
46050,,,910,1080,,,,,,,HDE 120
46050,,,630,710,,,630,710,,,HDE 120
46051,,,630,710,,,630,710,,,HDE 120
46051,,,1090,1260,,,,,,,HDE 120
46052,,,,,540,710,,,,,HDE 120
46052,,,630,710,,,630,710,,,HDE 120
46053,,,630,710,,,630,710,,,HDE 120
46053,,,,,730,900,,,,,HDE 120
46054,,,630,710,,,630,710,,,HDE 120
46054,,,,,910,1080,,,,,HDE 120
46055,,,630,710,,,630,710,,,HDE 120
46055,,,,,,,730,900,,,HDE 120
46056,,,630,710,,,630,710,,,HDE 120
46056,,,,,,,910,1080,,,HDE 120
46057,,,,,1030,1080,,,,,HDE 130
46057,,,820,900,,,820,900,,,HDE 130
46058,,,,,1090,1140,,,,,HDE 130
46058,,,820,900,,,820,900,,,HDE 130
46059,,,,,1150,1200,,,,,HDE 130
46059,,,820,900,,,820,900,,,HDE 130
62827,970,1080,,,970,1080,,,,,HDE 131
@,,,,,,,,,,,HDE 140L
@,,,970,1050,,,970,1050,,,HDE 140L
46064,600,710,,,600,710,,,,,HDE 160
@,,,,,,,,,,,HDE 190C
@,,,,,,,,,,,HDE 192
@,,,,,,,,,,,HDE 199
46159,,,1320,840,,,,,,,HDE 200C
46160,790,960,,,,,,,,,HDE 205
@,,,,,,,,,,,HDE 290
@,,,,,,,,,,,HDE 290C
@,,,,,,,,,,,HDE 292
@,730,780,,,,,730,780,,,HDE 298
@,,,,,,,,,,,HDE 299
@,,,,,,,,,,,HDE 396
62727,730,840,,,730,840,,,,,HMR 130
46953,600,650,,,600,650,,,600,650,HMR 138
61944,850,900,,,850,900,,,850,900,HMR 161
46954,,,910,990,,,910,990,,,HMR 162Y
46954,,,,,,,,,,,HMR 162Y
47229,,,730,810,,,730,810,,,HUM 002A
47231,,,630,710,,,630,710,,,HUM 013
@,,,,,,,,,,,HUM 092
@,,,,,,,,,,,HUM 192
@,,,,,,,,,,,HUM 198
@,,,,,,,,,,,HUM 199
@,,,,,,,,,,,HUM 292
@,,,,,,,,,,,HUM 298
@,,,,,,,,,,,HUM 299
@,,,,,,,,,,,HUM 396
47256,,,,,,,,,790,840,HYD 010
47256,790,840,,,790,840,,,,,HYD 010
@,,,,,,,,,,,HYD 092
@,,,730,780,,,730,780,,,HYD 110
@,,,,,,,790,900,,,HYD 110
47278,,,970,1020,,,970,1020,,,HYD 118
47278,,,910,960,,,910,960,,,HYD 118
47279,660,710,,,660,710,,,660,710,HYD 124
47279,,,,,970,1020,,,,,HYD 124
47280,660,710,,,660,710,,,660,710,HYD 124
47280,,,1030,1080,,,,,,,HYD 124
47281,,,,,790,840,,,,,HYD 124
47281,660,710,,,660,710,,,660,710,HYD 124
47282,,,600,710,,,600,710,,,HYD 134
47282,,,790,960,,,,,,,HYD 134
62504,600,680,,,600,680,,,,,HYD 241
