CRN,M Start Time,M End Time,T Start Time,T End Time,W Start Time,W End Time,R Start Time,R End Time,F Start Time,F End Time,Course Code
34671,,,,,,,,,730,780,FST 100A
34672,,,730,810,,,730,810,,,FST 100A
34672,,,970,1020,,,,,,,FST 100A
34673,,,730,810,,,730,810,,,FST 100A
34673,,,,,970,1020,,,,,FST 100A
34674,,,,,,,,,540,590,FST 100A
34674,,,730,810,,,730,810,,,FST 100A
34675,540,590,,,,,,,,,FST 100A
34675,,,730,810,,,730,810,,,FST 100A
34676,,,730,810,,,730,810,,,FST 100A
34676,,,,,,,,,970,1020,FST 100A
34678,,,540,710,,,,,,,FST 101A
34678,660,710,,,,,,,,,FST 101A
34678,,,,,,,,,660,710,FST 101A
34679,660,710,,,,,,,,,FST 101A
34679,,,,,,,,,660,710,FST 101A
34679,,,850,1020,,,,,,,FST 101A
34680,,,,,540,710,,,,,FST 101A
34680,660,710,,,,,,,,,FST 101A
34680,,,,,,,,,660,710,FST 101A
34681,660,710,,,,,,,,,FST 101A
34681,,,,,,,,,660,710,FST 101A
34681,,,,,850,1020,,,,,FST 101A
34682,,,,,,,540,710,,,FST 101A
34682,660,710,,,,,,,,,FST 101A
34682,,,,,,,,,660,710,FST 101A
34684,,,600,710,,,600,710,,,FST 102A
@,,,,,,,,,600,650,FST 106
@,,,,,,,,,540,590,FST 106
@,,,540,710,,,,,,,FST 106
@,540,650,,,,,,,,,FST 106
@,,,850,1020,,,,,,,FST 106
@,,,,,,,,,600,650,FST 106
@,,,,,,,,,540,590,FST 106
@,540,650,,,,,,,,,FST 106
@,,,,,,,,,600,650,FST 106
@,,,,,,,,,540,590,FST 106
@,,,,,540,710,,,,,FST 106
@,540,650,,,,,,,,,FST 106
@,,,,,850,1020,,,,,FST 106
@,,,,,,,,,600,650,FST 106
@,,,,,,,,,540,590,FST 106
@,540,650,,,,,,,,,FST 106
34689,600,650,,,600,650,,,600,650,FST 110
34689,910,960,,,,,,,,,FST 110
34690,970,1020,,,,,,,,,FST 110
34690,600,650,,,600,650,,,600,650,FST 110
34691,600,650,,,600,650,,,600,650,FST 110
34691,1030,1080,,,,,,,,,FST 110
34697,,,,,,,910,960,,,FST 117
34697,790,840,,,790,840,,,790,840,FST 117
34698,790,840,,,790,840,,,790,840,FST 117
34698,,,,,,,,,660,710,FST 117
@,,,,,,,,,,,FST 192
@,,,,,,,,,,,FST 198
@,,,,,,,,,,,FST 198
@,,,970,1020,,,,,,,FST 198
@,,,,,,,,,,,FST 199
34810,,,730,810,,,730,810,,,FST 201
53441,,,,,,,540,620,,,FST 230
53441,,,540,620,,,,,,,FST 230
34812,,,,,970,1020,,,,,FST 290
@,,,,,,,,,,,FST 290C
53772,970,1020,,,,,,,,,FST 291
@,,,,,,,,,,,FST 298
@,,,,,,,,,,,FST 299
@,,,,,,,,,,,FST 396
@,,,,,,,,,,,FST 396
34611,,,1190,780,,,,,,,FSM 120L
34612,,,,,,,1190,780,,,FSM 120L
34613,,,1190,780,,,,,,,FSM 120L
34614,,,,,,,1190,780,,,FSM 120L
@,,,,,,,,,,,FSM 197T
@,,,,,,,,,,,FSM 199
53477,1090,1260,,,,,,,,,FOR 201A
34255,,,,,1090,1260,,,,,FOR 207
34256,,,910,990,,,910,990,,,FOR 220
34257,,,,,,,1090,1140,,,FOR 221L
34257,,,,,,,1150,1320,,,FOR 221L
34259,,,,,,,1110,1290,,,FOR 280
34260,,,,,,,,,990,1050,FOR 290
@,,,,,,,,,,,FOR 298
@,,,,,,,,,,,FOR 299
@,,,,,,,,,,,FOR 299
@,,,,,,,,,,,FOR 299
34334,480,530,480,530,480,530,480,530,480,530,FRE 001
34334,,,,,,,,,,,FRE 001
34335,540,590,540,590,540,590,540,590,540,590,FRE 001
34335,,,,,,,,,,,FRE 001
34336,600,650,600,650,600,650,600,650,600,650,FRE 001
34336,,,,,,,,,,,FRE 001
34337,660,710,660,710,660,710,660,710,660,710,FRE 001
34337,,,,,,,,,,,FRE 001
34338,730,780,730,780,730,780,730,780,730,780,FRE 001
34338,,,,,,,,,,,FRE 001
34339,540,590,540,590,540,590,540,590,540,590,FRE 002
34339,,,,,,,,,,,FRE 002
34340,600,650,600,650,600,650,600,650,600,650,FRE 002
34340,,,,,,,,,,,FRE 002
34341,540,590,540,590,540,590,540,590,540,590,FRE 003
34341,,,,,,,,,,,FRE 003
34342,600,650,600,650,600,650,600,650,600,650,FRE 003
34342,,,,,,,,,,,FRE 003
34343,540,590,540,590,540,590,540,590,,,FRE 021
34343,,,,,,,,,,,FRE 021
34344,600,650,600,650,600,650,600,650,,,FRE 021
34344,,,,,,,,,,,FRE 021
34346,660,710,660,710,660,710,660,710,,,FRE 022
34347,730,780,730,780,730,780,730,780,,,FRE 023
@,,,,,,,,,,,FRE 098
@,,,,,,,,,,,FRE 099
34354,,,630,710,,,630,710,,,FRE 100
53003,,,820,900,,,820,900,,,FRE 107B
34356,600,650,,,600,650,,,600,650,FRE 109
34356,,,,,,,,,,,FRE 109
53004,,,730,810,,,730,810,,,FRE 117B
@,,,,,,,,,,,FRE 192
@,,,,,,,,,,,FRE 194H
@,,,,,,,,,,,FRE 195H
@,,,,,,,,,,,FRE 197T
@,,,,,,,,,,,FRE 197TC
@,,,,,,,,,,,FRE 198
@,,,,,,,,,,,FRE 199
34392,,,,,,,850,960,,,FRE 200
53005,,,790,960,,,,,,,FRE 224
@,,,,,,,,,,,FRE 297
@,,,,,,,,,,,FRE 298
@,,,,,,,,,,,FRE 299
@,,,,,,,,,,,FRE 299D
34438,,,,,,,,,,,FRE 390A
@,,,,,,,,,,,FRE 396
34444,,,,,,,,,,,FRS 001
34445,,,,,,,,,,,FRS 001
34446,,,,,,,,,,,FRS 001
34447,,,,,,,,,,,FRS 001
34448,,,,,,,,,,,FRS 001
34449,,,,,,,,,,,FRS 001
34450,,,,,,,,,,,FRS 001
34451,,,,,,,,,,,FRS 001
34452,,,,,,,,,,,FRS 001
34453,,,,,,,,,,,FRS 001
34454,,,,,,,,,,,FRS 001
34455,,,,,,,,,,,FRS 001
34456,,,,,,,,,,,FRS 001
34457,,,,,,,,,,,FRS 001
34458,,,,,,,,,,,FRS 001
34459,,,,,,,,,,,FRS 001
34460,,,,,,,,,,,FRS 001
34463,,,,,,,,,,,FRS 002
34464,,,,,,,,,,,FRS 002
34465,,,,,,,,,,,FRS 002
34466,,,,,,,,,,,FRS 002
34467,,,,,,,,,,,FRS 002
34468,,,,,,,,,,,FRS 002
34469,,,,,,,,,,,FRS 002
34470,,,,,,,,,,,FRS 002
34471,,,,,,,,,,,FRS 002
34472,,,,,,,,,,,FRS 002
34473,,,,,,,,,,,FRS 002
34474,,,,,,,,,,,FRS 002
34475,,,,,,,,,,,FRS 002
34476,,,,,,,,,,,FRS 002
34477,,,,,,,,,,,FRS 002
34478,,,,,,,,,,,FRS 002
34479,,,,,,,,,,,FRS 002
34480,,,,,,,,,,,FRS 002
34481,,,,,,,,,,,FRS 002
34482,,,,,,,,,,,FRS 002
34483,,,,,,,,,,,FRS 002
34484,,,,,,,,,,,FRS 002
34485,,,,,,,,,,,FRS 002
34486,,,,,,,,,,,FRS 002
34487,,,,,,,,,,,FRS 002
34488,,,,,,,,,,,FRS 002
34489,,,,,,,,,,,FRS 002
34490,,,,,,,,,,,FRS 002
34491,,,,,,,,,,,FRS 002
34492,,,,,,,,,,,FRS 002
34493,,,,,,,,,,,FRS 002
34494,,,,,,,,,,,FRS 002
34495,,,,,,,,,,,FRS 002
34496,,,,,,,,,,,FRS 002
34497,,,,,,,,,,,FRS 002
34498,,,,,,,,,,,FRS 002
34499,,,,,,,,,,,FRS 002
34500,,,,,,,,,,,FRS 002
34501,,,,,,,,,,,FRS 002
34502,,,,,,,,,,,FRS 002
34504,,,,,,,,,,,FRS 002
34505,,,,,,,,,,,FRS 002
34506,,,,,,,,,,,FRS 002
34507,,,,,,,,,,,FRS 002
34508,,,,,,,,,,,FRS 002
34509,,,,,,,,,,,FRS 002
34510,,,,,,,,,,,FRS 002
34511,,,,,,,,,,,FRS 002
34512,,,,,,,,,,,FRS 002
34519,,,,,,,,,,,FRS 003
34520,,,,,,,,,,,FRS 003
34521,,,,,,,,,,,FRS 003
34522,,,,,,,,,,,FRS 003
34523,,,,,,,,,,,FRS 003
34524,,,,,,,,,,,FRS 003
34525,,,,,,,,,,,FRS 003
34526,,,,,,,,,,,FRS 003
34527,,,,,,,,,,,FRS 003
34528,,,,,,,,,,,FRS 003
34529,,,,,,,,,,,FRS 003
34530,,,,,,,,,,,FRS 003
34531,,,,,,,,,,,FRS 003
34532,,,,,,,,,,,FRS 003
34533,,,,,,,,,,,FRS 003
34534,,,,,,,,,,,FRS 003
34535,,,,,,,,,,,FRS 003
34536,,,,,,,,,,,FRS 003
34537,,,,,,,,,,,FRS 003
34538,,,,,,,,,,,FRS 003
34539,,,,,,,,,,,FRS 003
34540,,,,,,,,,,,FRS 003
34541,,,,,,,,,,,FRS 003
34542,,,,,,,,,,,FRS 003
34543,,,,,,,,,,,FRS 003
34544,,,,,,,,,,,FRS 003
34545,,,,,,,,,,,FRS 003
34546,,,,,,,,,,,FRS 003
34547,,,,,,,,,,,FRS 003
34548,,,,,,,,,,,FRS 003
34549,,,,,,,,,,,FRS 003
34550,,,,,,,,,,,FRS 003
34551,,,,,,,,,,,FRS 003
34552,,,,,,,,,,,FRS 003
34553,,,,,,,,,,,FRS 003
34554,,,,,,,,,,,FRS 003
34555,,,,,,,,,,,FRS 003
34556,,,,,,,,,,,FRS 003
34557,,,,,,,,,,,FRS 003
34558,,,,,,,,,,,FRS 003
34559,,,,,,,,,,,FRS 003
34560,,,,,,,,,,,FRS 003
34561,,,,,,,,,,,FRS 003
34562,,,,,,,,,,,FRS 003
34563,,,,,,,,,,,FRS 003
34564,,,,,,,,,,,FRS 003
34571,,,,,,,,,,,FRS 004
34572,,,,,,,,,,,FRS 004
34573,,,,,,,,,,,FRS 004
34574,,,,,,,,,,,FRS 004
34575,,,,,,,,,,,FRS 004
34576,,,,,,,,,,,FRS 004
34577,,,,,,,,,,,FRS 004
34578,,,,,,,,,,,FRS 004
34579,,,,,,,,,,,FRS 004
34580,,,,,,,,,,,FRS 004
34581,,,,,,,,,,,FRS 004
34582,,,,,,,,,,,FRS 004
34583,,,,,,,,,,,FRS 004
34584,,,,,,,,,,,FRS 004
34585,,,,,,,,,,,FRS 004
34586,,,,,,,,,,,FRS 004
34587,,,,,,,,,,,FRS 004
34588,,,,,,,,,,,FRS 004
34589,,,,,,,,,,,FRS 004
34590,,,,,,,,,,,FRS 004
34591,,,,,,,,,,,FRS 004
34592,,,,,,,,,,,FRS 004
34593,,,,,,,,,,,FRS 004
34594,,,,,,,,,,,FRS 004
34595,,,,,,,,,,,FRS 004
34596,,,,,,,,,,,FRS 004
34597,,,,,,,,,,,FRS 004
34598,,,,,,,,,,,FRS 004
34599,,,,,,,,,,,FRS 004
34600,,,,,,,,,,,FRS 004
34601,,,,,,,,,,,FRS 004
34602,,,,,,,,,,,FRS 004
34603,,,,,,,,,,,FRS 004
34604,,,,,,,,,,,FRS 004
35721,,,540,620,,,540,620,,,GGG 201A
35721,,,,,,,,,540,650,GGG 201A
35722,,,,,510,620,,,,,GGG 205
35723,,,540,620,,,540,620,,,GGG 220
35724,730,780,,,,,,,,,GGG 290A
35725,,,,,910,1020,,,,,GGG 291
35728,,,,,1090,1140,,,,,GGG 296
35728,,,,,1150,1200,,,,,GGG 296
@,,,,,,,,,,,GGG 298
@,,,,,,,,,,,GGG 299
@,,,,,,,,,,,GGG 300
@,,,,,790,1020,,,,,GEO 200AN
35534,540,590,,,540,590,,,540,590,GEO 212
35535,,,850,960,,,,,,,GEO 233
35535,,,,,,,850,960,,,GEO 233
35536,790,1020,,,,,,,,,GEO 240
53667,,,910,1140,,,,,,,GEO 241
@,,,,,,,,,,,GEO 293
@,,,,,,,,,,,GEO 299
@,,,,,,,,,,,GEO 299D
35019,540,590,,,540,590,,,540,590,GEL 001
35019,660,710,,,,,,,,,GEL 001
35020,730,780,,,,,,,,,GEL 001
35020,540,590,,,540,590,,,540,590,GEL 001
35021,540,590,,,540,590,,,540,590,GEL 001
35021,,,600,650,,,,,,,GEL 001
35022,,,660,710,,,,,,,GEL 001
35022,540,590,,,540,590,,,540,590,GEL 001
35023,,,,,,,850,900,,,GEL 001
35023,540,590,,,540,590,,,540,590,GEL 001
35024,,,,,660,710,,,,,GEL 001
35024,540,590,,,540,590,,,540,590,GEL 001
35025,,,,,,,660,710,,,GEL 001
35025,540,590,,,540,590,,,540,590,GEL 001
@,,,,,,,,,,,GEL 009
35028,600,650,,,600,650,,,600,650,GEL 010
35029,,,660,710,,,660,710,,,GEL 012
35030,,,820,900,,,820,900,,,GEL 016
35031,,,600,650,,,600,650,,,GEL 017
35032,730,780,,,730,780,,,730,780,GEL 025
35033,540,590,,,540,590,,,540,590,GEL 050
35034,,,790,960,,,790,960,,,GEL 050L
35035,790,960,,,790,960,,,,,GEL 050L
35036,,,970,1140,,,970,1140,,,GEL 050L
53517,,,630,710,,,630,710,,,GEL 055
53589,730,780,,,730,780,,,730,780,GEL 056
53589,,,790,900,,,,,,,GEL 056
35039,970,1140,,,,,,,,,GEL 060
35039,600,650,,,600,650,,,600,650,GEL 060
35040,,,,,790,960,,,,,GEL 060
35040,600,650,,,600,650,,,600,650,GEL 060
35041,,,,,,,,,,,GEL 081
35041,,,,,910,1020,,,,,GEL 081
35042,,,910,1020,,,,,,,GEL 081
35042,,,,,,,,,,,GEL 081
@,,,,,,,,,,,GEL 092
@,,,,,,,,,,,GEL 098
@,,,,,,,,,,,GEL 099
35150,850,900,,,850,900,,,850,900,GEL 107
35151,,,970,1140,,,970,1140,,,GEL 107L
53381,660,710,,,660,710,,,660,710,GEL 109
53518,790,960,,,790,960,,,,,GEL 109L
53519,970,1140,,,970,1140,,,,,GEL 109L
53520,,,790,960,,,790,960,,,GEL 109L
53521,,,540,620,,,540,620,,,GEL 140
53521,,,,,970,1140,,,,,GEL 140
53522,,,540,620,,,540,620,,,GEL 140
53522,,,970,1140,,,,,,,GEL 140
53523,,,730,810,,,730,810,,,GEL 146
35156,850,960,,,,,,,,,GEL 181
35156,,,,,,,,,,,GEL 181
35157,,,,,480,590,,,,,GEL 183
35157,,,,,,,,,,,GEL 183
35158,1030,1080,,,,,,,,,GEL 186
35159,,,,,600,650,,,,,GEL 186
35160,,,,,970,1020,,,,,GEL 190
35160,,,,,1030,1080,,,,,GEL 190
@,,,,,,,,,,,GEL 192
@,,,,,,,,,,,GEL 194A
@,,,,,,,,,,,GEL 194B
@,,,,,,,,,,,GEL 194HA
@,,,,,,,,,,,GEL 194HB
@,,,,,,,,,,,GEL 198
@,,,,,,,,,,,GEL 199
53666,,,,,,,,,,,GEL 281N
53666,,,,,,,,,,,GEL 281N
35418,,,,,970,1020,,,,,GEL 290
35418,,,,,1030,1080,,,,,GEL 290
35419,,,,,,,,,,,GEL 294
@,,,,,,,,,,,GEL 298
@,,,970,1140,,,,,,,GEL 298
@,,,,,,,,,,,GEL 298
@,,,,,,,,,,,GEL 299
35492,,,,,,,,,,,GEL 390
@,,,,,,,,,,,GEL 396
35615,480,530,480,530,480,530,480,530,480,530,GER 001
35615,,,,,,,,,,,GER 001
35616,,,,,,,,,,,GER 001
35616,540,590,540,590,540,590,540,590,540,590,GER 001
35617,600,650,600,650,600,650,600,650,600,650,GER 001
35617,,,,,,,,,,,GER 001
35618,,,,,,,,,,,GER 001
35618,660,710,660,710,660,710,660,710,660,710,GER 001
35619,540,590,540,590,540,590,540,590,540,590,GER 002
35619,,,,,,,,,,,GER 002
35620,540,590,,,540,590,,,540,590,GER 020
35621,660,710,,,660,710,,,660,710,GER 021
35622,,,730,810,,,730,810,,,GER 048
@,,,,,,,,,,,GER 098
@,,,,,,,,,,,GER 099
53146,,,630,710,,,630,710,,,GER 120
53499,,,820,900,,,820,900,,,GER 123
53628,730,780,,,730,780,,,730,780,GER 143
@,,,,,,,,,,,GER 192
@,,,,,,,,,,,GER 194HA
@,,,,,,,,,,,GER 194HB
@,,,,,,,,,,,GER 197T
@,,,,,,,,,,,GER 198
@,,,,,,,,,,,GER 199
53149,,,790,960,,,,,,,GER 297
@,,,,,,,,,,,GER 298
@,,,,,,,,,,,GER 299
@,,,,,,,,,,,GER 299D
@,,,,,,,,,,,GER 396
@,,,,,,,,,,,GER 400
34967,,,1030,1080,,,,,,,GDB 090
34968,,,1000,1050,,,1000,1050,,,GDB 101
34968,,,1060,1080,,,1060,1080,,,GDB 101
34968,,,,,,,,,850,1020,GDB 101
34969,,,,,,,820,990,,,GDB 101
34969,,,1060,1080,,,1060,1080,,,GDB 101
34969,,,1000,1050,,,1000,1050,,,GDB 101
34970,,,910,960,,,910,960,,,GDB 187
34970,,,,,,,970,1020,,,GDB 187
35972,660,710,660,710,660,710,660,710,660,710,GRK 001
35973,730,780,730,780,730,780,730,780,730,780,GRK 001
@,,,,,,,,,,,GRK 098
35977,600,650,600,650,600,650,600,650,,,GRK 100
35978,,,910,990,,,910,990,,,GRK 101
@,,,,,,,,,,,GRK 198
@,,,,,,,,,,,GRK 199
41142,,,,,,,,,,,MHI 210
41142,,,,,,,,,,,MHI 210
41144,,,,,,,,,,,MHI 289I
41145,,,,,,,,,,,MHI 290
@,,,,,,,,,,,MHI 299
53341,600,650,600,650,600,650,,,600,650,HEB 001
53341,,,,,,,600,650,,,HEB 001
@,,,,,,,,,,,HEB 098
@,,,,,,,,,,,HEB 099
36307,540,590,540,590,540,590,540,590,540,590,HIN 001
36308,660,710,660,710,660,710,660,710,660,710,HIN 001
36309,730,780,730,780,730,780,730,780,730,780,HIN 001
36311,790,840,790,840,790,840,790,840,,,HIN 021
@,,,,,,,,,,,HIN 098
@,,,,,,,,,,,HIN 099
36341,540,590,,,,,,,,,HIS 004A
36341,,,910,990,,,910,990,,,HIS 004A
36342,600,650,,,,,,,,,HIS 004A
36342,,,910,990,,,910,990,,,HIS 004A
36344,,,910,990,,,910,990,,,HIS 004A
36344,730,780,,,,,,,,,HIS 004A
36345,,,910,990,,,910,990,,,HIS 004A
36345,,,,,,,,,730,780,HIS 004A
36346,,,,,,,,,790,840,HIS 004A
36346,,,910,990,,,910,990,,,HIS 004A
36347,,,,,,,,,850,900,HIS 004A
36347,,,910,990,,,910,990,,,HIS 004A
36350,660,710,,,,,,,,,HIS 004C
36350,600,650,,,600,650,,,600,650,HIS 004C
36351,850,900,,,,,,,,,HIS 004C
36351,600,650,,,600,650,,,600,650,HIS 004C
36352,730,780,,,,,,,,,HIS 004C
36352,600,650,,,600,650,,,600,650,HIS 004C
36353,,,,,660,710,,,,,HIS 004C
36353,600,650,,,600,650,,,600,650,HIS 004C
53016,,,,,,,,,730,780,HIS 004C
53016,600,650,,,600,650,,,600,650,HIS 004C
53017,600,650,,,600,650,,,600,650,HIS 004C
53017,,,,,,,,,790,840,HIS 004C
53018,,,,,,,,,850,900,HIS 004C
53018,600,650,,,600,650,,,600,650,HIS 004C
53019,,,630,710,,,630,710,,,HIS 006
53019,,,730,780,,,,,,,HIS 006
53022,,,630,710,,,630,710,,,HIS 006
53022,,,,,,,,,730,780,HIS 006
53023,,,630,710,,,630,710,,,HIS 006
53023,,,,,,,,,790,840,HIS 006
53024,,,630,710,,,630,710,,,HIS 006
53024,,,,,,,,,850,900,HIS 006
36356,,,,,540,590,,,,,HIS 007A
36356,,,850,930,,,850,930,,,HIS 007A
36359,,,850,930,,,850,930,,,HIS 007A
36359,,,,,,,540,590,,,HIS 007A
36360,,,850,930,,,850,930,,,HIS 007A
36360,,,,,,,600,650,,,HIS 007A
36361,,,,,,,730,780,,,HIS 007A
36361,,,850,930,,,850,930,,,HIS 007A
36367,,,540,620,,,540,620,,,HIS 010A
36367,,,660,710,,,,,,,HIS 010A
36368,,,540,620,,,540,620,,,HIS 010A
36368,,,730,780,,,,,,,HIS 010A
36369,,,540,620,,,540,620,,,HIS 010A
36369,,,790,840,,,,,,,HIS 010A
36370,,,540,620,,,540,620,,,HIS 010A
36370,,,,,,,,,730,780,HIS 010A
36371,,,,,,,,,790,840,HIS 010A
36371,,,540,620,,,540,620,,,HIS 010A
53025,,,,,,,,,850,900,HIS 010A
53025,,,540,620,,,540,620,,,HIS 010A
36372,660,710,,,660,710,,,660,710,HIS 010C
36372,730,780,,,,,,,,,HIS 010C
36373,660,710,,,660,710,,,660,710,HIS 010C
36373,790,840,,,,,,,,,HIS 010C
36374,660,710,,,660,710,,,660,710,HIS 010C
36374,850,900,,,,,,,,,HIS 010C
36375,,,540,590,,,,,,,HIS 010C
36375,660,710,,,660,710,,,660,710,HIS 010C
36376,,,600,650,,,,,,,HIS 010C
36376,660,710,,,660,710,,,660,710,HIS 010C
36377,660,710,,,660,710,,,660,710,HIS 010C
36377,,,660,710,,,,,,,HIS 010C
36380,660,710,,,660,710,,,660,710,HIS 010C
36380,,,850,900,,,,,,,HIS 010C
53026,,,600,650,,,,,,,HIS 010C
53026,660,710,,,660,710,,,660,710,HIS 010C
53027,660,710,,,660,710,,,660,710,HIS 010C
53027,,,730,780,,,,,,,HIS 010C
53028,,,480,530,,,,,,,HIS 010C
53028,660,710,,,660,710,,,660,710,HIS 010C
53029,,,,,,,480,530,,,HIS 015B
53029,,,820,900,,,820,900,,,HIS 015B
53030,,,,,,,600,650,,,HIS 015B
53030,,,820,900,,,820,900,,,HIS 015B
53031,,,,,,,660,710,,,HIS 015B
53031,,,820,900,,,820,900,,,HIS 015B
53032,,,820,900,,,820,900,,,HIS 015B
53032,,,,,,,730,780,,,HIS 015B
36386,,,630,710,,,630,710,,,HIS 016
36386,,,,,,,730,780,,,HIS 016
36387,,,,,,,540,590,,,HIS 016
36387,,,630,710,,,630,710,,,HIS 016
36388,,,630,710,,,630,710,,,HIS 016
36388,,,,,,,850,900,,,HIS 016
36389,,,,,,,,,540,590,HIS 016
36389,,,630,710,,,630,710,,,HIS 016
36390,,,,,,,,,600,650,HIS 016
36390,,,630,710,,,630,710,,,HIS 016
36391,,,630,710,,,630,710,,,HIS 016
36391,,,,,,,,,660,710,HIS 016
36392,,,730,780,,,,,,,HIS 017A
36392,,,540,620,,,540,620,,,HIS 017A
36393,,,540,620,,,540,620,,,HIS 017A
36393,,,660,710,,,,,,,HIS 017A
36394,,,540,620,,,540,620,,,HIS 017A
36394,,,850,900,,,,,,,HIS 017A
36395,,,,,,,,,850,900,HIS 017A
36395,,,540,620,,,540,620,,,HIS 017A
36396,,,,,,,,,730,780,HIS 017A
36396,,,540,620,,,540,620,,,HIS 017A
36397,,,,,,,,,790,840,HIS 017A
36397,,,540,620,,,540,620,,,HIS 017A
36398,,,540,620,,,540,620,,,HIS 017A
36398,,,,,,,480,530,,,HIS 017A
36399,,,,,,,790,840,,,HIS 017A
36399,,,540,620,,,540,620,,,HIS 017A
36400,,,,,,,850,900,,,HIS 017A
36400,,,540,620,,,540,620,,,HIS 017A
36401,,,,,,,,,540,590,HIS 017A
36401,,,540,620,,,540,620,,,HIS 017A
36402,,,,,,,,,600,650,HIS 017A
36402,,,540,620,,,540,620,,,HIS 017A
36403,,,,,,,,,660,710,HIS 017A
36403,,,540,620,,,540,620,,,HIS 017A
36404,790,840,,,790,840,,,790,840,HIS 017B
36404,,,540,590,,,,,,,HIS 017B
36405,790,840,,,790,840,,,790,840,HIS 017B
36405,,,600,650,,,,,,,HIS 017B
36406,790,840,,,790,840,,,790,840,HIS 017B
36406,,,480,530,,,,,,,HIS 017B
36407,790,840,,,790,840,,,790,840,HIS 017B
36407,,,730,780,,,,,,,HIS 017B
36408,790,840,,,790,840,,,790,840,HIS 017B
36408,,,540,590,,,,,,,HIS 017B
36409,,,850,900,,,,,,,HIS 017B
36409,790,840,,,790,840,,,790,840,HIS 017B
36410,790,840,,,790,840,,,790,840,HIS 017B
36410,,,,,540,590,,,,,HIS 017B
36411,790,840,,,790,840,,,790,840,HIS 017B
36411,,,,,600,650,,,,,HIS 017B
36412,790,840,,,790,840,,,790,840,HIS 017B
36412,,,,,660,710,,,,,HIS 017B
36413,790,840,,,790,840,,,790,840,HIS 017B
36413,,,,,,,,,540,590,HIS 017B
36414,790,840,,,790,840,,,790,840,HIS 017B
36414,,,,,,,,,480,530,HIS 017B
36415,790,840,,,790,840,,,790,840,HIS 017B
36415,,,,,,,,,660,710,HIS 017B
36416,,,,,,,,,600,650,HIS 017B
36416,790,840,,,790,840,,,790,840,HIS 017B
36417,,,,,,,,,480,530,HIS 017B
36417,790,840,,,790,840,,,790,840,HIS 017B
36418,,,,,,,,,730,780,HIS 017B
36418,790,840,,,790,840,,,790,840,HIS 017B
53037,,,,,540,590,,,,,HIS 018B
53037,,,730,810,,,730,810,,,HIS 018B
53038,,,,,600,650,,,,,HIS 018B
53038,,,730,810,,,730,810,,,HIS 018B
53039,,,,,480,530,,,,,HIS 018B
53039,,,730,810,,,730,810,,,HIS 018B
53040,,,,,,,540,590,,,HIS 018B
53040,,,730,810,,,730,810,,,HIS 018B
53043,,,,,,,600,650,,,HIS 018B
53043,,,730,810,,,730,810,,,HIS 018B
53044,,,,,,,660,710,,,HIS 018B
53044,,,730,810,,,730,810,,,HIS 018B
53045,,,,,,,,,540,590,HIS 018B
53045,,,730,810,,,730,810,,,HIS 018B
53046,,,730,810,,,730,810,,,HIS 018B
53046,,,,,,,,,850,900,HIS 018B
53047,,,,,,,,,660,710,HIS 018B
53047,,,730,810,,,730,810,,,HIS 018B
53051,,,730,810,,,730,810,,,HIS 018B
53051,,,,,,,,,730,780,HIS 018B
@,,,,,,,,,,,HIS 098
@,,,,,,,,,,,HIS 099
53052,850,1020,,,,,,,,,HIS 102D
36505,,,,,790,960,,,,,HIS 102M
53053,,,,,790,960,,,,,HIS 102N
53054,,,790,960,,,,,,,HIS 102R
@,,,,,,,,,,,HIS 103
53700,660,710,,,660,710,,,660,710,HIS 107
53700,,,,,,,,,,,HIS 107
53056,,,730,810,,,730,810,,,HIS 110
53758,,,540,620,,,540,620,,,HIS 115A
53057,600,650,,,600,650,,,600,650,HIS 120
53058,,,820,900,,,820,900,,,HIS 134A
53345,790,840,,,790,840,,,790,840,HIS 138B
36572,,,1000,1080,,,1000,1080,,,HIS 141
36573,600,650,,,600,650,,,600,650,HIS 146A
53728,,,730,810,,,730,810,,,HIS 158
53059,,,630,710,,,630,710,,,HIS 174C
53346,,,630,710,,,630,710,,,HIS 178
36584,,,910,990,,,910,990,,,HIS 179
53061,,,730,810,,,730,810,,,HIS 190A
36587,,,820,900,,,820,900,,,HIS 191E
@,,,,,,,,,,,HIS 192
53062,,,1000,1080,,,1000,1080,,,HIS 194C
@,,,,,,,,,,,HIS 197T
@,,,,,,,,,,,HIS 198
@,,,,,,,,,,,HIS 199
@,,,,,,,,,,,HIS 199
36763,,,790,960,,,,,,,HIS 201M
36768,910,1080,,,,,,,,,HIS 202H
53288,,,,,,,970,1140,,,HIS 202I
53290,,,970,1140,,,,,,,HIS 203A
53291,,,970,1140,,,,,,,HIS 204
@,,,,,,,,,,,HIS 298
@,,,,,,,,,,,HIS 299
@,,,,,,,,,,,HIS 299D
@,,,,,,,,,,,HIS 389
@,,,,,,,,,,,HIS 390
37243,,,,,,,850,900,,,HRT 200A
37243,,,630,710,,,630,710,,,HRT 200A
37244,,,,,,,790,840,,,HRT 290
@,,,,,,,,,,,HRT 298
@,,,,,,,,,,,HRT 299
35990,,,1090,1170,,,1090,1170,,,HDE 012
@,,,,,,,,,,,HDE 092
@,,,,,,,,,,,HDE 098
@,,,,,,,,,,,HDE 099
36041,,,730,840,,,730,840,,,HDE 100A
36042,1090,1200,,,1090,1200,,,,,HDE 100C
36044,,,540,620,,,540,620,,,HDE 101
